"idő","kút","latitude","longitude","Év","Hónap","Cu","Ni","Co","Cr","Cd","Pb","Zn","As","NH4","PO4","NO3","NO2","pH","T","Vez.kép","logcu","logni","logco","logcr","logcd","logpb","logzn","logas","lognh4","logpo4","logno3","logno2","logvezkep","FAC1_1","FAC2_1","FAC3_1","FAC4_1","FAC5_1"
"337.00","28.00","46.25197526","20.15110145","2.0","9.0","651.3","8.22","0.26","0.12","0.1","15.22","2673.0","1.82","637.17","96.83","237794.67","188.06","6.88","16.3","7140.0","6.478970365552356","2.1065702090680887","-1.3470736479666092","-2.120263536200091","-2.3025850929940455","2.7226103524335397","7.890956716138919","0.598836501088704","6.457036495948265","4.57295686362344","12.379162849194522","5.236761060848931","8.87346805533363","1.0949922418437523","-0.8973029790053426","1.3413795878443258","1.0829097288051164","-0.0537701415532653"
"338.00","1.00","46.26445781","20.07529457","2.0","11.0","23.28","1.88","0.35","0.32","0.18","8.76","150.23","0.97","42.24","69.63","38038.94","28.13","8.03","17.2","2065.0","3.147594622863237","0.6312717768418578","-1.0498221244986778","-1.1394342831883648","-1.7147984280919266","2.1701959049483","5.0121674530743325","-0.030459207484708574","3.743367639398006","4.2431955089544555","10.546365650866242","3.3368366225017656","7.632885505395133","0.06261407439099154","-1.0380963143841777","-1.1759627002178683","0.09968967713263478","-0.8771718764006782"
"339.00","2.00","46.27994942","20.09128970","2.0","11.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340.00","3.00","46.27069589","20.11667412","2.0","11.0","7.84","5.56","1.05","0.6","0.1","3.26","5.96","9.43","4987.93","414.78","0.0","47.48","7.38","15.0","1577.0","2.0592388343623163","1.715598108262491","0.04879016416943205","-0.5108256237659907","-2.3025850929940455","1.1817271953786161","1.7850704810772584","2.2438960966453663","8.51477627302062","6.027748259185229","","3.860308569741467","7.3632795869630385","","","","",""
"341.00","4.00","46.27920246","20.12871370","2.0","11.0","286.71","10.64","0.2","0.28","0.23","12.61","1178.9","1.94","68.84","74.93","1447.91","23.17","7.85","16.1","5970.0","5.658471251946198","2.3646204839134985","-1.6094379124341003","-1.2729656758128873","-1.4696759700589417","2.534490149976828","7.072337079298082","0.6626879730752367","4.231784971343338","4.316554344376219","7.277876416317846","3.142858338444285","8.694502206386648","1.0310416404852007","-0.3032238449045614","-0.6965134132360612","0.07978502207016122","0.014110251182968506"
"342.00","5.00","46.27494389","20.13112318","2.0","11.0","145.87","3.31","0.22","0.36","0.1","5.99","543.55","0.61","52.17","61.3","183065.0","20.51","8.18","15.9","3610.0","4.982715814098122","1.1969481893889715","-1.5141277326297755","-1.0216512475319814","-2.3025850929940455","1.7900914121273581","6.298121698650009","-0.4942963218147801","3.9545076170343014","4.115779842942166","12.117596560014908","3.0209125720842893","8.191463051326927","0.49325043137834057","-0.7681365613010342","-1.3813184667977751","0.7206226169831113","-0.8270830841863899"
"343.00","6.00","46.26920020","20.15307660","2.0","11.0","8.45","1.93","0.14","0.45","0.1","2.74","11.97","1.14","77.76","62.58","162314.54","127.58","7.43","16.7","5820.0","2.134166441369082","0.6575200029167941","-1.9661128563728327","-0.7985076962177716","-2.3025850929940455","1.007957920399979","2.482403519569882","0.131028262406404","4.353627160152183","4.136445738240736","11.997291336674218","4.848743618813809","8.669055540725484","-1.2295314403926474","-0.8061050506360842","0.29770697589242157","1.481086954337462","-0.6930898960839328"
"344.00","7.00","46.26934011","20.16596127","2.0","11.0","44.32","3.81","0.22","0.33","0.15","1.75","697.91","0.75","35.76","113.93","36175.6","9.25","7.48","17.1","3280.0","3.7914360424390283","1.3376291891386096","-1.5141277326297755","-1.1086626245216111","-1.8971199848858813","0.5596157879354227","6.548090154620838","-0.2876820724517809","3.576829950305313","4.735584224710024","10.49614013740222","2.224623551524334","8.09559870137819","-0.0335853210607423","-0.9050104275757078","-0.734430271699027","0.5503638720860127","-0.3362423601814799"
"345.00","8.00","46.27819983","20.16376994","2.0","11.0","10.0","10.32","0.24","0.26","0.11","1.72","52.28","","65.89","0.0","349142.09","193.73","7.22","16.9","4190.0","2.302585092994046","2.334083760053417","-1.4271163556401458","-1.3470736479666092","-2.2072749131897207","0.5423242908253617","3.956613888756021","","4.187986684925728","","12.76323425299822","5.266465437098854","8.340456012916183","","","","",""
"346.00","9.00","46.28459488","20.18732313","2.0","11.0","26.62","3.95","0.42","0.33","0.13","3.82","28.04","4.94","277.29","851.66","4540.7","44.95","7.75","15.6","2980.0","3.2816628129669656","1.3737155789130306","-0.8675005677047231","-1.1086626245216111","-2.0402208285265546","1.3402504226184837","3.3336320621663895","1.5973653311998313","5.625063889944796","6.747187386150408","8.420836464172131","3.8055507609176296","7.9996785794994505","-0.4918443760817523","-0.7464855714880385","-0.575579513904438","0.05959649854631238","1.41392080202547"
"347.00","10.00","46.26497689","20.18209410","2.0","11.0","218.87","7.27","1.25","0.8","0.5","4.86","2530.4","","59.05","48.26","27224.41","2505.53","7.02","15.4","2581.0","5.3884779462559935","1.9837562915454279","0.22314355131420976","-0.2231435513142097","-0.6931471805599453","1.5810384379124025","7.8361326719914395","","4.078384542643371","3.8766030601968855","10.2118692763083","7.826255567986048","7.855932199718614","","","","",""
"348.00","11.00","46.25678531","20.19530116","2.0","11.0","18.57","6.89","0.39","0.96","0.13","2.66","64.21","1.06","81.6","38.27","81246.84","24.44","7.5","15.2","2026.0","2.9215473753646144","1.9300710850255671","-0.941608539858445","-0.040821994520255166","-2.0402208285265546","0.9783261227936078","4.162158961805957","0.058268908123975824","4.401829261970061","3.644666299437611","11.305247207127966","3.1962211343033946","7.613818684808629","-0.5817634715309267","0.1725703492214446","-0.17159678717119342","0.12924855864010168","-1.3152247014527467"
"349.00","12.00","46.26211163","20.16404530","2.0","11.0","7.55","6.23","0.25","0.22","0.28","2.67","40.45","1.06","88.61","0.0","510312.44","49.81","7.04","15.2","17310.0","2.0215475632609334","1.8293763327993617","-1.3862943611198906","-1.5141277326297755","-1.2729656758128873","0.9820784724121582","3.700066643504501","0.058268908123975824","4.484244718059211","","13.1427784445719","3.908215767085192","9.759039648170255","","","","",""
"350.00","13.00","46.26236168","20.15206926","2.0","11.0","210.62","5.88","1.24","0.34","0.15","2.43","2815.3","4.71","234.4","443.93","51558.66","465.66","6.5","18.1","5270.0","5.350055561952451","1.7715567619105355","0.2151113796169455","-1.0788096613719298","-1.8971199848858813","0.8878912573524571","7.942824106831463","1.5496879080283263","5.457029057702858","6.095666892345292","10.850475467576533","6.143455754094102","8.569785641535407","0.4890575004403264","-0.8682417899989723","1.6524716290728212","1.0150451891740855","1.0146428996372723"
"351.00","14.00","46.25827456","20.15745932","2.0","11.0","11.58","6.38","0.28","0.37","0.13","3.05","255.82","1.28","68.39","63.85","1074.89","83.07","7.14","18.2","1417.0","2.449279472144849","1.8531680973566984","-1.2729656758128873","-0.9942522733438669","-2.0402208285265546","1.1151415906193203","5.544474072171247","0.2468600779315258","4.225226615110005","4.156536582478548","6.979973609744748","4.41968362585098","7.256297239690681","-0.16265093208111311","-0.4287883986515059","0.46075283515390686","-0.856381613046678","-1.0642698524068994"
"352.00","15.00","46.25394843","20.13878553","2.0","11.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"353.00","16.00","46.25061985","20.13224626","2.0","11.0","317.58","8.01","1.62","0.58","0.33","2.46","2419.6","","154.61","254.65","439026.49","8483.67","6.68","15.5","7100.0","5.760729755097951","2.080690761080268","0.4824261492442928","-0.5447271754416722","-1.1086626245216111","0.9001613499442714","7.791357516232759","","5.040905817114504","5.5398900533306135","12.992315031922471","9.045898418181258","8.867850063029406","","","","",""
"354.00","17.00","46.24668368","20.12573274","2.0","11.0","172.86","5.95","0.4","0.3","0.35","19.27","2669.4","0.85","51.68","85.83","18497.88","169.41","7.48","16.8","2308.0","5.152482018324492","1.7833912195575383","-0.916290731874155","-1.2039728043259361","-1.0498221244986778","2.958549482426275","7.889609007040051","-0.16251892949777494","3.945070859474346","4.452368595730128","9.82541140990536","5.132321812352855","7.744136627627991","1.2637949605968275","-0.5609687514665802","-0.11919393823459973","-0.034236256296690984","-0.9454984751417428"
"355.00","18.00","46.23883960","20.11346484","2.0","11.0","138.58","4.05","0.15","0.48","0.17","6.35","1273.6","1.28","95.8","65.08","47736.54","15.71","7.4","18.3","1485.0","4.931447776199235","1.3987168811184478","-1.8971199848858813","-0.7339691750802004","-1.7719568419318752","1.8484548129046001","7.149602815090119","0.2468600779315258","4.562262684976814","4.175617282350837","10.77345242135513","2.75429745226753","7.3031700512368","0.729896891069102","-0.7616734373513716","-0.2873541733508432","-0.45332537390299027","-0.8234791457702726"
"356.00","19.00","46.23053857","20.10034707","2.0","11.0","5.25","2.22","0.0","0.52","0.1","1.91","32.56","0.23","100.1","37.14","65009.09","75.66","7.08","15.8","1711.0","1.6582280766035324","0.7975071958841882","","-0.6539264674066639","-2.3025850929940455","0.6471032420585384","3.4830845411343394","-1.4696759700589417","4.6061696863211745","3.61469455592456","11.082282385254059","4.326249619204883","7.444833273892193","-1.0930703055562216","-0.5822333752785283","0.484259960786555","0.1696724876736191","-2.0703370745969463"
"357.00","20.00","46.24153422","20.13221898","2.0","11.0","101.55","10.21","0.0","0.29","0.29","3.85","2260.6","0.69","57.07","36.62","34845.67","43.12","7.52","16.5","1779.0","4.620551288026394","2.3233676321765744","","-1.2378743560016174","-1.2378743560016174","1.3480731482996928","7.72338554375663","-0.37106368139083207","4.044278584548617","3.6005945392463645","10.458684161697521","3.7639869266007415","7.483806687665835","0.699623145468061","-0.29071643805091285","-0.24944082354305655","-0.20244694678835914","-1.4934038759333454"
"358.00","21.00","46.24300451","20.14320387","2.0","11.0","84.04","4.24","0.23","0.53","0.13","4.15","1392.7","0.61","44.75","72.4","2943.76","32.13","7.48","17.7","1895.0","4.4312928759767996","1.4445632692438664","-1.4696759700589417","-0.6348782724359695","-2.0402208285265546","1.423108334242607","7.2389995880590465","-0.4942963218147801","3.8010914447208646","4.282206299391671","7.987442954786559","3.4697901731277674","7.546974117516527","0.6196420067885708","-0.5998992865588734","-0.43763244564033915","-0.558854000046301","-0.9673949908081874"
"359.00","22.00","46.24557979","20.15097325","2.0","11.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"360.00","23.00","46.24840638","20.15806068","2.0","11.0","11.88","3.04","0.8","1.25","0.21","2.81","170.33","42.14","9737.36","957.39","0.0","16.67","6.84","16.5","1527.0","2.474856313934499","1.1118575154181303","-0.2231435513142097","0.22314355131420976","-1.5606477482646683","1.0331844833456545","5.137737731872486","3.740997408376043","9.183725312668717","6.864210831948773","","2.813610696762703","7.3310603052186325","","","","",""
"361.00","24.00","46.25172895","20.16445487","2.0","11.0","82.73","13.56","3.02","0.88","0.34","12.91","4425.8","0.15","5951.57","312.56","379705.07","2510.77","7.14","16.3","4400.0","4.415582293202092","2.6071242825122494","1.1052568313867783","-0.12783337150988489","-1.0788096613719298","2.558002204858551","8.395206332061766","-1.8971199848858813","8.691410329279503","5.744796450746815","12.847150098777574","7.828344757989009","8.389359819906353","0.7882656475693891","-0.1397873078982106","1.8013034109996657","0.5404886902711781","-0.7654725799446438"
"362.00","25.00","46.24005589","20.18297373","2.0","11.0","8.94","1.6","0.0","0.65","0.1","2.5","41.65","0.4","4715.36","42.01","1042.64","34.72","7.01","17.2","1783.0","2.190535589185423","0.47000362924573563","","-0.4307829160924542","-2.3025850929940455","0.9162907318741551","3.7293013686128518","-0.916290731874155","8.458580544220755","3.7379076851812907","6.949511237222464","3.5473158897921495","7.48605261786314","-0.9495711889327085","-0.8904726083228379","1.25679562933181","-1.4030101369835086","-1.2912490377496701"
"363.00","26.00","46.23663514","20.17605732","2.0","11.0","13.5","2.5","0.25","0.59","0.13","3.47","13.39","8.85","10555.71","68.09","36.1","188.43","7.15","16.3","1645.0","2.6026896854443837","0.9162907318741551","-1.3862943611198906","-0.527632742082372","-2.0402208285265546","1.244154593958768","2.5945081597030812","2.180417459019838","9.264422224718365","4.220830359494875","3.586292865338835","5.238726585134399","7.405495663199472","-0.8900918473259782","-0.4379414431662562","1.6448988230196635","-2.1181404953005454","0.041126933286494444"
"364.00","27.00","46.22037611","20.16340414","2.0","11.0","1307.8","6.84","0.87","0.37","0.47","13.37","5611.9","2.83","242.24","179.73","1129.02","56.06","7.29","15.8","8200.0","7.176101615127176","1.922787731634459","-0.13926206733350766","-0.9942522733438669","-0.7550225842780328","2.5930133911138515","8.63264462210422","1.0402767116551463","5.489928970249084","5.1914557247639435","7.029105278784608","4.026422545736642","9.011889433252344","1.505846957255558","-0.5324861647740836","0.22476197835415795","0.16801067639709916","0.8511262959019212"
"365.00","28.00","46.25197526","20.15110145","2.0","11.0","538.73","9.88","1.45","0.37","0.23","29.91","1608.2","2.4","97.53","103.69","147514.52","457.6","6.8","14.4","7240.0","6.289214517759046","2.2905125117597764","0.371563556432483","-0.9942522733438669","-1.4696759700589417","3.398192872641857","7.382870820114048","0.8754687373538999","4.580160022983923","4.6414056785701865","11.901681890595013","6.125995440065588","8.887376485379763","1.1793522131865002","-0.07425043410378405","1.1827677827268275","1.3393816580726656","-0.19691639737166033"
"366.00","1.00","46.26445781","20.07529457","3.0","1.0","83.01","2.61","0.34","0.35","0.42","15.02","362.88","","39.16","117.92","36206.24","7.88","7.92","13.0","2076.0","4.418961082466944","0.959350221334602","-1.0788096613719298","-1.0498221244986778","-0.8675005677047231","2.7093826463359885","5.894072201099332","","3.6676558176623097","4.770006428441026","10.496986758649488","2.064327903869788","7.638198244285779","","","","",""
"367.00","2.00","46.27994942","20.09128970","3.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
